Photo,URL
static/img/partner-logo/lcp.png, https://lcp.mit.edu/
static/img/partner-logo/imes.png, https://imes.mit.edu/
static/img/partner-logo/hst.jpg, https://hst.mit.edu/
static/img/partner-logo/misti.jpg, https://misti.mit.edu/
static/img/partner-logo/ilp.png, https://ilp.mit.edu/
static/img/partner-logo/nih.jpg, https://www.nih.gov/
static/img/partner-logo/sloan.jfif, https://mitsloan.mit.edu/
static/img/partner-logo/latin_america.jfif, https://mitsloan.mit.edu/global-programs/mit-sloan-latin-america-office
static/img/partner-logo/pittsburgh.jpg, https://www.jhf.org/who-we-are/about-us/operating-arms
